401
1	103	0
1	104	0
1	106	0
1	107	0
1	108	0
2	114	0
2	115	0
2	117	0
2	118	0
2	119	0
3	125	0
3	126	0
3	128	0
3	129	0
3	130	0
4	136	0
4	137	0
4	139	0
4	140	0
4	141	0
5	100	0
5	101	0
5	102	0
5	103	0
5	104	0
5	106	0
5	107	0
5	108	0
6	111	0
6	112	0
6	113	0
6	114	0
6	115	0
6	117	0
6	118	0
6	119	0
7	100	0
7	101	0
7	102	0
7	103	0
7	104	0
7	106	0
7	107	0
7	108	0
8	100	0
8	101	0
8	102	0
8	103	0
8	104	0
8	106	0
8	107	0
8	108	0
9	266	0
9	267	0
9	269	0
9	270	0
9	271	0
10	273	0
10	274	0
10	276	0
10	277	0
10	278	0
11	111	0
11	112	0
11	113	0
11	114	0
11	115	0
11	117	0
11	118	0
11	119	0
12	280	0
12	281	0
12	283	0
12	284	0
12	285	0
13	111	0
13	112	0
13	113	0
13	114	0
13	115	0
13	117	0
13	118	0
13	119	0
14	122	0
14	123	0
14	124	0
14	125	0
14	126	0
14	128	0
14	129	0
14	130	0
15	122	0
15	123	0
15	124	0
15	125	0
15	126	0
15	128	0
15	129	0
15	130	0
16	133	0
16	134	0
16	135	0
16	136	0
16	137	0
16	139	0
16	140	0
16	141	0
17	133	0
17	134	0
17	135	0
17	136	0
17	137	0
17	139	0
17	140	0
17	141	0
18	122	0
18	123	0
18	124	0
18	125	0
18	126	0
18	128	0
18	129	0
18	130	0
19	133	0
19	134	0
19	135	0
19	136	0
19	137	0
19	139	0
19	140	0
19	141	0
20	144	0
20	145	0
20	146	0
20	147	0
20	148	0
20	150	0
20	151	0
20	152	0
21	155	0
21	156	0
21	157	0
21	158	0
21	159	0
21	161	0
21	162	0
21	163	0
22	166	0
22	167	0
22	168	0
22	169	0
22	170	0
22	172	0
22	173	0
22	174	0
23	266	0
23	267	0
23	268	0
23	269	0
23	270	0
23	271	0
24	273	0
24	274	0
24	275	0
24	276	0
24	277	0
24	278	0
25	111	0
25	112	0
25	113	0
25	114	0
25	115	0
25	117	0
25	118	0
25	119	0
26	280	0
26	281	0
26	282	0
26	283	0
26	284	0
26	285	0
27	280	0
27	281	0
27	282	0
27	283	0
27	284	0
27	285	0
28	122	0
28	123	0
28	124	0
28	125	0
28	126	0
28	128	0
28	129	0
28	130	0
29	133	0
29	134	0
29	135	0
29	136	0
29	137	0
29	139	0
29	140	0
29	141	0
30	122	0
30	123	0
30	124	0
30	125	0
30	126	0
30	128	0
30	129	0
30	130	0
31	133	0
31	134	0
31	135	0
31	136	0
31	137	0
31	139	0
31	140	0
31	141	0
32	144	0
32	145	0
32	146	0
32	147	0
32	148	0
32	150	0
32	151	0
32	152	0
33	266	0
33	267	0
33	268	0
33	269	0
33	270	0
33	271	0
34	266	0
34	267	0
34	268	0
34	269	0
34	270	0
34	271	0
35	273	0
35	274	0
35	275	0
35	276	0
35	277	0
35	278	0
36	144	0
36	145	0
36	146	0
36	147	0
36	148	0
36	150	0
36	151	0
36	152	0
37	273	0
37	274	0
37	275	0
37	276	0
37	277	0
37	278	0
38	287	0
38	288	0
38	289	0
38	290	0
38	291	0
38	292	0
39	294	0
39	295	0
39	296	0
39	297	0
39	298	0
39	299	0
40	144	0
40	145	0
40	146	0
40	147	0
40	148	0
40	150	0
40	151	0
40	152	0
41	155	0
41	156	0
41	157	0
41	158	0
41	159	0
41	161	0
41	162	0
41	163	0
42	122	0
42	123	0
42	124	0
42	125	0
42	126	0
42	128	0
42	129	0
42	130	0
43	133	0
43	134	0
43	135	0
43	136	0
43	137	0
43	139	0
43	140	0
43	141	0
44	144	0
44	145	0
44	146	0
44	147	0
44	148	0
44	150	0
44	151	0
44	152	0
45	266	0
45	267	0
45	268	0
45	269	0
45	270	0
45	271	0
46	144	0
46	145	0
46	146	0
46	147	0
46	148	0
46	150	0
46	151	0
46	152	0
47	155	0
47	156	0
47	157	0
47	158	0
47	159	0
47	161	0
47	162	0
47	163	0
48	166	0
48	167	0
48	168	0
48	169	0
48	170	0
48	172	0
48	173	0
48	174	0
49	266	0
49	267	0
49	268	0
49	269	0
49	270	0
49	271	0
50	144	0
50	145	0
50	146	0
50	147	0
50	148	0
50	150	0
50	151	0
50	152	0
51	155	0
51	156	0
51	157	0
51	158	0
51	159	0
51	161	0
51	162	0
51	163	0
52	166	0
52	167	0
52	168	0
52	169	0
52	170	0
52	172	0
52	173	0
52	174	0
53	266	0
53	267	0
53	268	0
53	269	0
53	270	0
53	271	0
54	210	0
54	211	0
54	212	0
54	213	0
54	214	0
54	216	0
54	217	0
54	218	0
55	133	0
55	134	0
55	135	0
55	136	0
55	137	0
55	139	0
55	140	0
55	141	0
56	144	0
56	145	0
56	146	0
56	147	0
56	148	0
56	150	0
56	151	0
56	152	0
